# FA11y main game objects (S41 / map 41.01) - fortnite.gg data aligned to in-game main.png 2026-06-17
# ObjectType,X,Y (image 0-866/0-926)
Boats,275.068420,330.882963
Boats,343.428480,398.729928
Boats,495.541454,307.122711
Boats,188.394810,762.356506
Boats,158.793168,788.129670
Boats,371.411899,817.889188
Boats,230.823831,584.273024
Boats,413.051543,629.859554
Boats,43.859856,339.605580
Boats,58.660678,579.102604
Boats,559.244189,602.073478
Boats,105.431273,89.412497
Boats,104.247207,97.898301
Boats,682.268616,730.663014
Boats,548.035034,711.875838
Boats,324.917586,338.618859
Boats,151.373022,235.131516
Boats,304.314843,449.329002
Boats,420.392751,798.509979
Boats,408.433687,115.501411
Boats,339.363188,126.434285
Boats,676.111474,661.908265
Boats,523.248592,221.317417
Boats,26.217277,705.481883
Boats,476.991091,765.592952
Boats,678.834825,481.022494
Boats,556.560307,668.736378
Boats,119.482186,765.829765
Boats,54.003353,807.508878
Boats,697.977221,607.362305
Boats,26.059402,834.939734
Boats,704.607989,411.241556
Boats,519.380644,412.701903
Boats,217.246545,647.936290
Boats,392.211987,791.326647
Boats,68.330548,586.128060
Boats,592.595373,832.690009
Boats,597.686856,832.808415
Boats,726.907893,885.301995
Boats,42.241633,657.921911
Boats,480.148600,791.602929
Boats,350.374999,851.082496
Bushes,116.600960,653.738212
Bushes,193.407355,191.873649
Bushes,461.835050,421.937616
Bushes,660.402869,273.455776
Bushes,417.077367,424.266278
Bushes,644.970546,811.574170
Bushes,528.142730,655.987937
Bushes,184.724207,173.125942
Bushes,149.754799,160.772190
Bushes,407.802185,252.537282
Bushes,420.155938,233.710638
Bushes,376.700726,635.385194
Bushes,504.185134,583.720460
Bushes,591.687589,465.037607
Bushes,14.100338,873.934964
Bushes,169.094539,779.446521
Bushes,651.482907,522.701607
Bushes,644.023294,507.979724
Bushes,657.048016,498.704542
Bushes,458.677542,356.695595
Bushes,161.911207,567.814511
Bushes,234.770717,405.360696
Bushes,331.706229,688.391868
Bushes,326.298996,696.325109
Bushes,346.151831,667.749656
Bushes,222.338027,160.732721
Bushes,194.117794,585.338683
Bushes,228.574106,615.769172
Bushes,221.193430,607.086023
Bushes,222.969529,697.035548
Bushes,215.825666,685.826393
Bushes,296.105321,768.789930
Bushes,302.025649,786.906135
Bushes,301.867774,714.125563
Bushes,312.879585,730.584076
Bushes,174.383366,302.702199
Bushes,423.471322,599.429065
Bushes,474.465085,662.973925
Bushes,453.901810,664.355334
Bushes,470.281386,693.286007
Bushes,510.618557,522.227981
Bushes,281.857063,611.190784
Bushes,319.549821,481.693465
Bushes,299.578580,627.096734
Bushes,302.341400,654.803871
Bushes,247.834909,586.285936
Bushes,521.669837,469.142369
Bushes,443.639907,561.973120
Bushes,431.522968,341.855305
Bushes,408.315280,347.854572
Bushes,191.986476,645.449752
Bushes,167.200034,643.673654
Bushes,443.087343,363.247426
Bushes,86.959848,795.431408
Bushes,183.895361,694.627948
Bushes,91.459298,781.696246
Bushes,288.566769,242.275379
Bushes,296.105321,264.772628
Bushes,601.870554,337.197980
Bushes,224.390408,507.782379
Bushes,443.442563,511.571390
Bushes,329.574911,658.000849
Bushes,337.863371,655.711655
Bushes,359.216023,654.488120
Bushes,484.766456,522.267450
Bushes,497.475428,571.761396
Bushes,501.580189,534.423858
Bushes,518.433391,539.160121
Bushes,305.341033,308.661997
Bushes,455.480564,274.600373
Bushes,426.747237,475.023228
Bushes,448.889265,474.786415
Bushes,680.689862,593.508736
Bushes,333.798079,311.424817
Bushes,116.364146,612.295912
Bushes,135.230260,604.402141
Bushes,659.376679,561.025867
Bushes,663.836660,569.590609
Bushes,648.443805,545.356731
Bushes,108.194093,667.710187
Bushes,402.986985,142.498109
Bushes,69.080456,382.823979
Bushes,342.639103,221.593699
Bushes,381.436989,383.297605
Bushes,391.856767,221.909449
Bushes,314.063650,669.999381
Bushes,308.064384,662.697643
Bushes,278.975837,692.457161
Bushes,289.119333,681.169068
Bushes,249.926758,656.579970
Bushes,242.309269,661.908265
Bushes,270.726846,633.451220
Bushes,276.805050,658.316599
Bushes,238.757072,644.502500
Bushes,364.268036,606.572928
Bushes,362.136718,583.799398
Bushes,326.022714,586.167529
Bushes,258.096811,504.111776
Bushes,227.074290,708.994612
Bushes,199.722372,741.161730
Bushes,216.457167,733.583709
Bushes,212.668157,715.112284
Bushes,193.525762,715.033347
Bushes,106.694277,420.161517
Bushes,604.633374,302.741668
Bushes,619.276320,294.295333
Bushes,487.252994,205.569343
Bushes,651.325032,750.002754
Bushes,330.956321,443.408674
Bushes,159.385200,610.953971
Bushes,240.020075,548.237958
Bushes,110.009661,777.788829
Bushes,110.285943,759.514748
Bushes,692.727863,563.117717
Bushes,693.043614,571.919272
Bushes,679.979422,280.954859
Bushes,670.112208,314.740201
Bushes,148.333921,539.475871
Bushes,211.602498,364.431491
Bushes,691.030702,523.412047
Bushes,681.794990,529.806002
Bushes,702.003044,526.372211
Bushes,684.518341,513.900052
Bushes,693.675115,522.780545
Bushes,686.215501,519.662505
Bushes,687.439036,521.438604
Bushes,672.322464,520.215069
Bushes,735.591041,525.306552
Bushes,187.526495,821.915011
Bushes,167.042159,808.061442
Bushes,391.501547,408.360329
Bushes,381.555396,418.109137
Bushes,201.774753,771.315937
Bushes,193.565230,787.182417
Bushes,163.292617,721.387833
Bushes,178.172376,725.216312
Bushes,105.115522,694.075384
Bushes,75.513880,722.137741
Bushes,95.090433,745.384898
Bushes,54.437510,711.204868
Bushes,31.229822,864.620314
Bushes,34.545206,850.569401
Bushes,188.236935,251.945249
Bushes,170.989044,241.643878
Bushes,161.832270,272.034898
Bushes,229.994985,571.445646
Bushes,138.506175,728.373820
Bushes,125.520921,736.543874
Bushes,396.237810,287.743503
Bushes,340.270971,560.552241
Bushes,155.517252,426.002908
Bushes,489.700063,537.660304
Bushes,476.083308,539.436403
Bushes,462.821772,534.779078
Bushes,477.898875,567.735573
Bushes,611.303611,650.975392
Bushes,614.658464,640.358270
Bushes,267.727212,708.876205
Bushes,255.768149,747.082058
Bushes,254.110457,716.138475
Bushes,263.148825,729.794699
Bushes,291.329589,155.601770
Bushes,319.273539,161.048472
Bushes,347.454303,386.218300
Bushes,268.634996,141.077231
Bushes,599.068266,690.404780
Bushes,554.784208,707.376388
Bushes,198.656713,620.544903
Bushes,211.641967,633.766970
Bushes,649.548933,350.420047
Bushes,627.327967,336.961167
Bushes,191.433912,220.725384
Bushes,149.241704,200.359454
Bushes,661.902686,313.753479
Bushes,651.206625,308.148902
Bushes,651.482907,316.910988
Bushes,236.704691,150.786569
Bushes,326.851560,721.269426
Bushes,323.654583,707.534264
Bushes,339.915752,731.176109
Bushes,352.703661,343.907686
Bushes,470.715543,587.983097
Bushes,243.730147,695.456794
Bushes,273.608072,699.482617
Bushes,274.515856,705.008257
Bushes,375.556129,355.550999
Bushes,199.011933,337.947888
Bushes,246.492967,225.935273
Bushes,163.568899,332.659062
Bushes,131.914876,147.550123
Bushes,390.712170,176.599202
Bushes,371.451368,174.152133
Bushes,251.544981,762.593319
Bushes,256.399651,772.855222
Bushes,270.332157,750.357974
Bushes,270.292688,786.314102
Campfires,678.519074,848.832771
Campfires,654.324665,834.387170
Campfires,563.388419,536.278894
Campfires,650.969812,499.178169
Campfires,233.744527,586.759562
Campfires,296.500009,776.920514
Campfires,482.043105,474.273320
Campfires,297.447262,473.049785
Campfires,263.030418,589.680257
Campfires,386.133783,238.881058
Campfires,57.634488,802.377927
Campfires,140.874307,617.308457
Campfires,656.574390,545.277793
Campfires,275.305233,499.888608
Campfires,523.761687,347.854572
Campfires,727.184175,543.738508
Campfires,667.901952,533.595012
Campfires,670.072739,720.203767
Campfires,168.897195,737.727939
Campfires,57.397674,734.017867
Campfires,265.872176,485.324600
Campfires,253.834175,358.432225
Campfires,680.058360,488.442640
Campfires,215.509915,644.344624
Campfires,664.073473,637.516512
Campfires,242.348737,786.471978
Cars Sport,347.454303,379.232313
Cars Sport,324.246615,376.706306
Cars Sport,353.887727,626.228419
Cars Sport,384.515560,285.375371
Cars Sport,128.520554,353.222336
Cars Sport,511.171121,238.012743
Cars Sport,233.468245,548.632646
Cars Sport,279.252119,415.267379
Cars Sport,614.737402,402.834689
Cars Sport,548.350785,427.029098
Cars Sport,420.708502,502.414615
Cars Sport,123.113321,676.906431
Cars Sport,182.079793,470.405372
Cars Sport,388.778196,163.416604
Cars Sport,387.120504,163.495541
Cars Sport,398.605942,160.298564
Cars Sport,78.750326,341.539554
Cars Sport,589.635209,329.106865
Cars Sport,291.329589,395.967108
Cars Sport,305.183158,374.180299
Cars Sport,542.430456,351.248893
Cars Sport,163.924119,675.959178
Cars Sport,639.365968,818.362814
Cars Sport,633.366702,818.796971
Cars Sport,350.335530,798.194228
Cars Sport,177.027779,645.055064
Cars Sport,167.555254,506.677251
Cars Sport,411.828009,719.295983
Cars Sport,273.805416,238.565307
Cars Sport,282.725378,150.668163
Cars Sport,463.847962,619.913402
Cars Sport,278.028584,745.345429
Cars Sport,532.089616,672.801670
Cars Sport,660.442338,379.034968
Cars Sport,439.100989,238.683714
Cars Sport,64.028442,417.635510
Cars Sport,290.579681,595.916337
Cars Sport,585.530448,313.832417
Cars Sport,309.485263,317.424083
Cars Sport,490.331565,503.717087
Cars Sport,381.436989,722.532429
Cars Sport,253.084267,794.760437
Cars Sport,582.096657,495.073408
Cars Sport,302.578213,535.371110
Cars Sport,616.947658,573.458557
Cars Suv,74.132470,354.485339
Cars Suv,542.469925,647.028506
Cars Suv,183.500672,243.775196
Cars Suv,492.818103,415.188441
Cars Suv,525.458848,243.380507
Cars Suv,251.110824,349.867483
Cars Suv,263.069887,319.397526
Cars Suv,277.554958,146.642339
Cars Suv,275.778859,146.602871
Cars Suv,395.251089,351.722519
Cars Suv,432.470221,295.834618
Cars Suv,438.232674,289.282788
Cars Suv,321.049638,715.467504
Cars Suv,87.433474,583.286303
Cars Suv,120.705721,474.352258
Cars Suv,292.513655,546.659203
Cars Suv,110.483287,581.431266
Cars Suv,514.012879,298.715845
Cars Suv,332.850826,275.034531
Cars Suv,424.300168,719.414390
Cars Suv,225.890224,152.641606
Cars Suv,417.235242,502.493553
Cars Suv,347.375366,382.666103
Cars Suv,325.864839,625.991606
Cars Suv,607.554070,706.468605
Cars Suv,198.617244,254.234443
Cars Suv,184.408456,430.344482
Cars Suv,337.350276,800.562359
Cars Suv,549.969008,427.068567
Cars Suv,286.948546,445.145304
Cars Suv,352.151097,765.198264
Cars Suv,263.898733,391.151907
Cars Suv,269.661186,487.258574
Cars Suv,292.197904,370.825446
Cars Suv,620.578793,573.261213
Cars Suv,713.014855,527.595746
Cars Suv,587.148671,313.674542
Cars Suv,217.562295,639.095266
Cars Suv,178.211845,472.220939
Cars Suv,467.281753,619.794995
Cars Suv,273.252852,527.872028
Cars Suv,344.178388,733.070614
Cars Suv,583.714880,326.344045
Cars Suv,179.987944,723.479682
Cars Suv,344.138919,611.190784
Cars Suv,327.246249,600.100036
Cars Suv,251.071355,769.263556
Cars Suv,83.683933,515.399869
Cars Suv,83.368182,496.810037
Cars Suv,161.832270,523.490984
Cars Suv,182.237669,502.138333
Cars Suv,588.411674,382.350352
Cars Suv,649.904153,510.347855
Cars Suv,648.364868,510.189980
Cars Suv,488.871217,514.571023
Cars Suv,152.359744,172.494441
Cars Suv,417.116836,216.502216
Cars Suv,149.754799,693.562289
Cars Suv,306.012004,317.503021
Cash Registers,180.066881,483.706377
Cash Registers,123.350134,97.977239
Cash Registers,75.474411,443.250799
Cash Registers,232.047366,151.023382
Cash Registers,487.134588,483.193282
Cash Registers,253.715768,798.825730
Cash Registers,254.386739,798.825730
Cash Registers,622.907455,586.562218
Cash Registers,501.817002,484.772036
Cash Registers,503.277350,470.642185
Cash Registers,497.830648,471.273687
Cash Registers,153.938498,679.906064
Cash Registers,598.160482,323.462818
Cash Registers,596.897478,319.634339
Cash Registers,425.681578,509.992635
Cash Registers,425.681578,511.097763
Cash Registers,303.959623,531.187412
Cash Registers,488.437060,490.258207
Cash Registers,487.252994,493.573591
Cash Registers,485.713709,506.953533
Cash Registers,500.277717,228.816499
Cash Registers,148.215514,666.960279
Cash Registers,148.689140,662.697643
Cash Registers,147.386668,678.287841
Cash Registers,347.296428,603.849577
Cash Registers,618.881632,815.323712
Cash Registers,618.447474,829.650907
Cash Registers,620.894543,817.415561
Cash Registers,502.566911,732.715395
Cash Registers,305.459440,332.777468
Cash Registers,298.868140,353.932775
Cash Registers,306.288286,352.669772
Cash Registers,81.631552,584.588775
Cash Registers,668.059827,732.241768
Cash Registers,29.730006,393.993665
Cash Registers,41.610132,397.585331
Cash Registers,517.170388,247.840488
Cash Registers,499.409402,244.722449
Cash Registers,516.617824,247.485269
Cash Registers,498.501618,244.722449
Cash Registers,517.801889,234.223733
Cash Registers,505.961232,252.813564
Cash Registers,504.264071,246.459078
Cash Registers,21.204733,715.546442
Cash Registers,294.802848,366.839092
Cash Registers,307.945978,388.389087
Cash Registers,321.562733,353.261805
Cash Registers,310.037827,376.035335
Cash Registers,314.458339,373.706673
Cash Registers,319.628759,376.548430
Cash Registers,282.962191,155.759645
Cash Registers,174.107084,135.748935
Cash Registers,330.443226,370.154476
Cash Registers,730.381152,591.929982
Cash Registers,648.088586,337.434793
Cash Registers,648.720087,336.803292
Cash Registers,173.238769,212.673737
Cash Registers,251.939670,167.521365
Cash Registers,252.729047,167.521365
Cash Registers,270.213750,149.878786
Cash Registers,268.003494,148.023749
Cash Registers,419.524436,720.914206
Cash Registers,387.199442,168.626493
Chests,147.781357,659.974291
Chests,111.983103,622.321002
Chests,193.604699,191.794712
Chests,233.231432,193.136653
Chests,223.601030,200.635736
Chests,192.894260,224.277581
Chests,461.795582,422.016554
Chests,478.767190,424.463623
Chests,680.453048,849.819493
Chests,394.224899,700.548276
Chests,415.656488,214.370898
Chests,415.774894,210.068792
Chests,440.561337,229.250657
Chests,440.482399,201.346175
Chests,640.510565,827.835340
Chests,637.708276,824.085798
Chests,640.194814,826.177648
Chests,636.445273,825.388270
Chests,637.431994,830.203471
Chests,638.024027,830.203471
Chests,635.853240,825.151457
Chests,655.114042,829.019405
Chests,625.157180,829.019405
Chests,626.893810,816.428840
Chests,627.998938,823.533234
Chests,627.446374,830.795504
Chests,631.787948,832.690009
Chests,407.802185,489.942456
Chests,407.802185,489.902987
Chests,407.802185,489.863518
Chests,534.812967,660.842606
Chests,533.076337,661.592515
Chests,502.211691,627.412484
Chests,539.312416,536.397301
Chests,542.588331,540.896750
Chests,566.032832,534.187045
Chests,562.875324,539.160121
Chests,178.330252,449.763160
Chests,162.897929,473.760225
Chests,149.794268,479.956835
Chests,169.370821,488.482108
Chests,172.094172,486.035039
Chests,166.252782,473.168192
Chests,163.766244,478.022861
Chests,178.843347,482.995937
Chests,180.619445,479.838429
Chests,177.896094,480.627806
Chests,170.357543,475.260041
Chests,153.109652,475.023228
Chests,159.306263,479.443740
Chests,149.675862,474.589071
Chests,588.411674,386.849802
Chests,586.556638,386.770864
Chests,607.988227,361.234514
Chests,599.581361,364.984055
Chests,184.763675,173.047005
Chests,157.727508,161.364223
Chests,161.713863,162.508820
Chests,150.859927,153.470452
Chests,169.528697,159.193436
Chests,278.778492,416.609320
Chests,414.432953,268.719514
Chests,417.037898,262.404496
Chests,445.731757,234.618421
Chests,450.270675,242.275379
Chests,684.163121,630.846275
Chests,685.978688,630.609462
Chests,668.454516,660.921544
Chests,668.691329,656.501032
Chests,703.818612,636.332446
Chests,398.211253,655.948468
Chests,372.438090,623.386661
Chests,369.833145,777.078390
Chests,384.318216,785.801007
Chests,378.674169,786.866666
Chests,371.411899,783.551282
Chests,366.794043,767.961084
Chests,383.173619,778.459800
Chests,375.200910,776.525826
Chests,401.684513,773.881412
Chests,401.684513,773.486724
Chests,380.726550,789.590017
Chests,599.897112,459.867187
Chests,122.008193,97.898301
Chests,125.441984,94.503979
Chests,122.047662,94.740793
Chests,111.391071,89.017808
Chests,118.140245,101.332092
Chests,337.705496,160.890597
Chests,345.204578,178.730520
Chests,350.532874,181.848560
Chests,19.033946,872.000990
Chests,184.211111,766.027110
Chests,187.684371,767.447989
Chests,157.964322,775.302291
Chests,170.831169,751.739384
Chests,188.592154,788.050732
Chests,182.908639,776.959983
Chests,163.647837,786.037820
Chests,685.741875,774.039288
Chests,646.865051,516.347121
Chests,653.811570,511.571390
Chests,655.114042,514.886774
Chests,493.331198,329.304209
Chests,492.975978,329.541022
Chests,487.923965,329.501553
Chests,162.187489,533.516074
Chests,182.632357,568.959108
Chests,154.214780,562.565153
Chests,189.381532,551.474404
Chests,229.245077,430.423420
Chests,231.100113,429.594574
Chests,355.900639,873.816558
Chests,347.848992,854.318942
Chests,360.044869,844.372791
Chests,338.218591,662.776580
Chests,326.180589,693.917508
Chests,64.067911,437.488345
Chests,75.119191,445.105835
Chests,95.169370,414.991097
Chests,73.185217,443.290267
Chests,229.521359,151.891697
Chests,232.284179,153.036294
Chests,229.639766,149.444628
Chests,188.157997,521.438604
Chests,190.328784,518.162689
Chests,190.960286,522.346388
Chests,152.754432,491.560679
Chests,173.633458,493.178902
Chests,161.871738,491.205460
Chests,172.094172,499.493919
Chests,188.079059,514.413147
Chests,167.594723,490.179269
Chests,180.816790,497.244195
Chests,180.461570,492.823683
Chests,155.793534,516.899685
Chests,151.925586,511.097763
Chests,156.425036,511.058295
Chests,149.596924,522.780545
Chests,168.423569,502.533021
Chests,178.369721,498.033572
Chests,177.738219,494.165624
Chests,153.741154,514.571023
Chests,232.520992,587.864690
Chests,235.007530,588.575129
Chests,226.482257,677.656339
Chests,199.682903,701.534998
Chests,227.034821,674.775113
Chests,224.153594,680.024471
Chests,786.782149,534.936953
Chests,501.580189,752.173541
Chests,523.919562,765.158795
Chests,624.486209,580.049856
Chests,624.052052,589.206631
Chests,627.959469,584.588775
Chests,627.485843,582.852145
Chests,623.815239,586.996375
Chests,407.802185,489.981925
Chests,711.515039,879.934231
Chests,710.015222,888.696317
Chests,517.920296,822.585982
Chests,282.054407,791.326647
Chests,296.460540,775.381229
Chests,316.155500,770.526559
Chests,484.687518,468.787149
Chests,485.950522,469.655464
Chests,486.029460,473.168192
Chests,486.582024,482.798593
Chests,486.463617,487.337512
Chests,488.239716,485.008849
Chests,457.532945,450.039442
Chests,242.072455,801.746425
Chests,250.242509,797.365382
Chests,249.689945,796.181316
Chests,237.375662,814.218584
Chests,249.768883,792.708057
Chests,252.926391,810.745325
Chests,253.755237,799.536169
Chests,251.623919,798.312635
Chests,249.334725,799.891389
Chests,251.229230,798.233697
Chests,291.684809,741.951107
Chests,294.250284,739.069880
Chests,291.763746,738.793598
Chests,173.120363,316.082142
Chests,174.541241,302.662730
Chests,562.441166,277.560538
Chests,419.919124,589.956539
Chests,417.590462,630.491055
Chests,475.728088,665.934089
Chests,621.644452,415.346317
Chests,619.473665,416.096225
Chests,610.553703,408.755018
Chests,529.879360,493.178902
Chests,530.866081,490.889709
Chests,502.685317,502.414615
Chests,512.394656,502.769835
Chests,494.199513,508.848039
Chests,503.001068,511.610859
Chests,504.540353,515.794557
Chests,507.618924,503.401336
Chests,505.803357,499.928077
Chests,503.869383,492.507932
Chests,509.750243,491.402804
Chests,529.405733,525.306552
Chests,315.050372,603.731170
Chests,318.602569,610.480345
Chests,290.106054,599.389596
Chests,711.988665,233.355418
Chests,472.136422,619.952871
Chests,461.913988,624.215507
Chests,460.058952,620.781717
Chests,472.886330,622.597284
Chests,466.452907,625.320635
Chests,485.595302,650.067608
Chests,471.031294,660.408449
Chests,59.884212,662.263485
Chests,622.394360,579.260479
Chests,620.184104,582.023299
Chests,619.315789,578.786853
Chests,619.276320,582.654801
Chests,621.170825,580.681358
Chests,295.158068,456.551803
Chests,312.958522,452.052354
Chests,294.802848,456.433397
Chests,296.578947,470.760592
Chests,312.129676,450.868288
Chests,298.394514,653.540868
Chests,318.523631,629.425396
Chests,288.724644,645.173470
Chests,336.442492,474.668009
Chests,347.651648,476.641451
Chests,343.862637,482.995937
Chests,362.018311,458.446308
Chests,261.727946,588.969818
Chests,275.186826,613.045821
Chests,250.084633,597.850311
Chests,236.507347,607.914869
Chests,246.729781,603.652233
Chests,248.584817,607.046554
Chests,235.757438,605.270456
Chests,242.190862,602.507636
Chests,425.286889,819.073253
Chests,430.891467,804.232963
Chests,424.339636,795.747159
Chests,425.563171,795.549815
Chests,517.841358,412.662434
Chests,515.710040,412.188808
Chests,496.251894,425.963439
Chests,375.871880,563.551874
Chests,369.201643,567.656635
Chests,377.805854,559.052424
Chests,368.096515,806.048531
Chests,368.964830,819.823162
Chests,382.542117,793.971060
Chests,383.094681,829.098343
Chests,503.237881,482.324967
Chests,499.330464,466.655831
Chests,524.393188,487.732200
Chests,517.051981,469.221306
Chests,514.012879,466.971581
Chests,518.709673,463.379915
Chests,505.763888,467.603083
Chests,499.843559,467.405739
Chests,515.867915,489.153079
Chests,503.829914,470.721123
Chests,499.290995,473.168192
Chests,501.067094,486.074508
Chests,498.501618,482.838062
Chests,412.222697,554.237224
Chests,419.406029,351.485706
Chests,431.641375,341.934243
Chests,362.926095,504.230182
Chests,328.825003,499.967546
Chests,192.539040,447.316091
Chests,225.021909,479.917367
Chests,197.235834,478.812239
Chests,195.499204,481.259308
Chests,183.974298,630.885744
Chests,168.936664,646.002316
Chests,611.027329,534.147576
Chests,623.104799,552.776876
Chests,603.607184,536.160487
Chests,434.956759,384.757953
Chests,442.179560,402.361063
Chests,404.210519,590.035477
Chests,151.017803,667.907532
Chests,161.121830,669.052128
Chests,162.345365,678.879874
Chests,150.899396,682.708353
Chests,163.924119,667.315499
Chests,164.634558,671.025571
Chests,161.990145,665.105243
Chests,150.110019,670.907165
Chests,165.937031,680.695441
Chests,93.274865,752.765574
Chests,94.656275,770.171340
Chests,75.711224,752.923449
Chests,76.224319,754.383797
Chests,74.566627,756.159895
Chests,290.737556,263.746438
Chests,301.946711,263.351749
Chests,295.907976,264.812097
Chests,394.777463,234.184264
Chests,382.029022,234.263202
Chests,109.970192,330.488275
Chests,127.257551,327.212359
Chests,120.271563,354.919497
Chests,609.014418,328.672707
Chests,617.460753,324.923166
Chests,596.897478,318.371335
Chests,599.897112,323.541756
Chests,620.618261,337.197980
Chests,614.540057,336.882229
Chests,618.013317,338.618859
Chests,213.654879,508.571757
Chests,205.405887,491.600148
Chests,199.761841,490.179269
Chests,422.208318,520.136132
Chests,415.932770,519.544099
Chests,419.603374,521.793824
Chests,427.339269,515.636682
Chests,427.418207,517.373312
Chests,424.379105,517.136498
Chests,413.643576,512.202891
Chests,415.498612,514.649961
Chests,419.011341,494.284030
Chests,341.257693,660.724200
Chests,350.177654,635.582538
Chests,345.638736,643.239496
Chests,353.256225,643.239496
Chests,354.361353,639.884643
Chests,359.334429,639.529424
Chests,328.785534,641.937024
Chests,360.360619,629.228052
Chests,326.022714,632.109278
Chests,328.351377,635.977226
Chests,343.586355,643.673654
Chests,407.802185,489.745112
Chests,281.936001,519.425692
Chests,281.738657,521.675417
Chests,283.120067,520.649227
Chests,292.829405,505.019559
Chests,295.355412,500.993736
Chests,289.829772,501.901520
Chests,312.761178,497.323132
Chests,308.656417,496.218004
Chests,314.142588,510.308386
Chests,304.393780,532.253071
Chests,299.775924,527.990434
Chests,487.766089,490.929178
Chests,485.358489,511.137232
Chests,490.331565,509.400603
Chests,483.029826,495.468096
Chests,476.399059,506.835127
Chests,410.130848,124.460842
Chests,413.051543,116.448664
Chests,670.941054,827.637995
Chests,512.236781,563.433468
Chests,506.000701,557.078982
Chests,591.450776,740.845979
Chests,582.294001,723.598089
Chests,592.358560,715.151753
Chests,596.384383,714.993878
Chests,602.738869,742.661546
Chests,591.727058,719.769609
Chests,593.463688,720.045891
Chests,604.791250,707.494795
Chests,592.871655,719.453859
Chests,581.504624,714.559720
Chests,581.030998,706.468605
Chests,190.802410,381.876726
Chests,181.724573,373.035702
Chests,154.491062,398.177364
Chests,284.540945,426.989629
Chests,284.580414,435.593840
Chests,369.951552,468.431929
Chests,380.923894,481.180370
Chests,398.921693,474.904822
Chests,393.711803,461.998505
Chests,396.671968,453.512701
Chests,250.084633,362.852737
Chests,626.617528,482.601249
Chests,125.481452,122.921556
Chests,118.140245,120.040330
Chests,128.836305,103.779161
Chests,134.401414,143.287487
Chests,458.085509,280.915390
Chests,486.384679,295.163648
Chests,487.252994,302.268042
Chests,493.252260,312.293132
Chests,431.562437,476.404638
Chests,683.136931,578.431633
Chests,685.820813,578.313227
Chests,684.755154,578.313227
Chests,683.886839,580.444545
Chests,687.715318,611.546004
Chests,705.594710,234.184264
Chests,504.658760,220.764853
Chests,502.014347,228.777030
Chests,517.091450,229.921627
Chests,521.235680,228.895437
Chests,519.617457,221.120072
Chests,501.540720,223.843423
Chests,527.353353,225.658991
Chests,531.458114,221.277948
Chests,504.737698,227.553496
Chests,529.839891,201.109362
Chests,530.352986,200.477860
Chests,118.258652,504.624871
Chests,138.545644,492.113243
Chests,146.123665,502.533021
Chests,143.202969,516.741810
Chests,145.571101,515.163056
Chests,140.203336,511.492452
Chests,137.519454,492.665807
Chests,132.230627,490.218738
Chests,132.585847,490.060863
Chests,130.138778,492.981558
Chests,48.359306,827.716933
Chests,57.713425,804.232963
Chests,59.450055,801.509612
Chests,438.232674,291.769326
Chests,429.194306,296.939746
Chests,443.324157,298.834251
Chests,448.099888,301.833884
Chests,448.376170,305.662364
Chests,112.259385,465.787516
Chests,115.219550,465.905922
Chests,118.653340,459.709312
Chests,113.561858,464.287699
Chests,544.048679,432.988896
Chests,540.062325,426.792285
Chests,550.284759,422.529649
Chests,552.179264,425.963439
Chests,539.312416,424.147872
Chests,545.745840,421.424521
Chests,558.810032,404.650257
Chests,338.652748,128.841885
Chests,337.626558,121.855897
Chests,330.877383,128.684010
Chests,120.784658,616.519080
Chests,140.795369,615.492890
Chests,139.019270,617.900490
Chests,620.263042,845.043761
Chests,622.078609,835.255485
Chests,407.762716,489.902987
Chests,105.628617,528.779811
Chests,83.368182,516.307653
Chests,79.737047,519.386223
Chests,76.540070,497.481008
Chests,73.382561,496.770568
Chests,83.526058,518.281095
Chests,82.539336,494.718188
Chests,259.478221,244.722449
Chests,244.480056,235.526205
Chests,241.638298,232.171352
Chests,237.178317,258.654955
Chests,86.446753,638.621640
Chests,99.945102,660.961013
Chests,655.706075,547.053892
Chests,665.494352,532.924041
Chests,647.062395,534.187045
Chests,115.732645,696.167233
Chests,118.061307,697.351299
Chests,120.784658,666.013026
Chests,117.469274,666.881341
Chests,119.837406,690.365311
Chests,122.008193,685.234360
Chests,119.521655,682.866228
Chests,119.521655,682.747822
Chests,118.337589,685.273829
Chests,146.794635,666.605059
Chests,147.228793,677.972090
Chests,119.048029,696.877673
Chests,119.679530,696.048827
Chests,116.916710,700.824558
Chests,142.689874,677.774746
Chests,146.952511,678.919343
Chests,118.061307,666.447184
Chests,121.534567,667.512843
Chests,118.061307,666.486653
Chests,111.864697,667.157623
Chests,119.521655,674.143611
Chests,61.620842,333.882596
Chests,60.752527,338.539921
Chests,58.305458,320.384247
Chests,45.872768,337.553200
Chests,39.715626,336.842760
Chests,46.622676,330.369868
Chests,197.077959,264.417408
Chests,204.616510,263.588562
Chests,214.404787,262.799185
Chests,233.941871,252.853033
Chests,226.679601,244.682980
Chests,47.490991,313.753479
Chests,26.296215,300.807694
Chests,26.651435,311.977381
Chests,16.784221,380.179565
Chests,11.732207,376.548430
Chests,101.208105,362.892206
Chests,94.103711,392.572786
Chests,101.839607,371.299072
Chests,97.853253,377.771965
Chests,63.831098,383.771231
Chests,40.820754,656.698376
Chests,362.413000,201.425113
Chests,350.019779,210.029323
Chests,339.955220,210.818701
Chests,344.415201,208.016412
Chests,341.968132,204.582621
Chests,351.440658,209.753041
