# FA11y main game objects (S41) - aligned to in-game main.png 2026-06-06
# ObjectType,X,Y (image 0-866/0-926)
Chests,120.030802,389.367652
Chests,107.879098,364.789261
Chests,108.944644,382.503209
Chests,146.660637,373.980840
Chests,567.659884,708.802255
Chests,550.932641,730.816819
Chests,551.011524,729.751612
Chests,682.500402,480.846113
Chests,706.683849,446.680174
Chests,307.751811,813.355187
Chests,306.370978,812.763433
Chests,217.561158,643.436957
Chests,214.996750,642.174541
Chests,124.693959,795.052964
Chests,134.005080,817.777164
Chests,137.476639,806.296552
Chests,131.164399,810.833659
Chests,121.380379,815.370833
Chests,122.563828,809.571359
Chests,133.294678,804.008413
Chests,125.996144,808.940060
Chests,122.484807,803.456293
Chests,122.129845,808.979586
Chests,128.757709,804.836994
Chests,132.900070,799.471436
Chests,629.789864,345.723866
Chests,627.698490,324.183089
Chests,646.675114,334.006283
Chests,652.711318,336.097125
Chests,639.810221,321.697377
Chests,646.004160,320.000819
Chests,643.282090,326.313199
Chests,639.849607,318.265048
Chests,644.465658,326.668245
Chests,624.904601,698.188551
Chests,178.416378,210.135876
Chests,174.865741,212.581972
Chests,175.496931,210.333193
Chests,156.875380,200.746704
Chests,159.992169,204.770753
Chests,158.769035,198.537353
Chests,164.923599,200.825453
Chests,669.243458,426.008023
Chests,700.765487,417.880293
Chests,696.702169,430.465575
Chests,702.935596,430.662715
Chests,709.050455,419.852736
Chests,696.583812,430.426125
Chests,699.818522,411.844148
Chests,661.074773,316.449845
Chests,655.314676,311.360641
Chests,651.408813,305.640170
Chests,655.748150,285.480090
Chests,665.216852,296.408125
Chests,654.406921,292.778745
Chests,626.041243,310.611617
Chests,640.914398,296.803113
Chests,611.921641,530.241436
Chests,608.765296,520.812457
Chests,608.568041,521.088625
Chests,608.844163,518.918758
Chests,273.849972,162.988841
Chests,260.002291,162.318423
Chests,257.674690,165.948056
Chests,257.674811,172.220932
Chests,253.058966,174.548692
Chests,252.861495,163.581026
Chests,257.043402,163.068069
Chests,251.954275,172.773371
Chests,252.269769,166.461037
Chests,255.110347,167.999612
Chests,271.364588,167.920395
Chests,254.834087,163.068112
Chests,267.813545,149.259645
Chests,266.866655,147.168705
Chests,267.576943,154.980196
Chests,248.284950,158.018376
Chests,273.889187,150.679802
Chests,275.546312,157.899494
Chests,245.602532,174.667191
Chests,249.823872,173.167932
Chests,269.786080,145.787827
Chests,351.573673,327.384025
Chests,356.031745,326.910514
Chests,331.769262,354.211798
Chests,326.640425,350.542857
Chests,327.192753,350.503394
Chests,332.873860,351.134517
Chests,327.705644,351.252973
Chests,328.967805,335.432678
Chests,470.881456,576.087432
Chests,472.498990,576.126853
Chests,473.682645,580.979432
Chests,471.197096,577.349892
Chests,452.299676,583.070803
Chests,481.928221,586.068587
Chests,469.304087,613.093483
Chests,515.819346,680.318875
Chests,526.747514,677.793734
Chests,535.071723,668.837959
Chests,532.822913,666.589235
Chests,532.941258,665.997452
Chests,532.941203,663.156905
Chests,533.493540,663.590867
Chests,500.393584,679.766844
Chests,500.669731,678.819989
Chests,259.459965,681.507376
Chests,264.588652,677.404264
Chests,257.645080,676.773165
Chests,259.617672,676.260250
Chests,262.379368,678.982389
Chests,254.173398,681.901998
Chests,102.555460,488.787148
Chests,103.265508,484.171245
Chests,77.029181,447.047374
Chests,82.434155,449.296036
Chests,419.833312,721.705922
Chests,414.980636,717.879167
Chests,383.175141,347.030535
Chests,668.491881,322.840933
Chests,198.933899,337.605046
Chests,192.779130,324.664893
Chests,564.620013,601.690005
Chests,541.895713,605.793456
Chests,246.510914,225.797027
Chests,238.225538,202.678287
Chests,242.920295,200.745046
Chests,241.026552,198.417412
Chests,247.023331,201.928529
Chests,238.107207,203.940755
Chests,273.377045,188.790489
Chests,244.577634,219.090216
Chests,374.616946,497.500809
Chests,395.013555,492.332197
Chests,377.063315,515.254183
Chests,370.198933,529.496504
Chests,-7.235652,693.071964
Chests,158.771551,329.084177
Chests,191.674454,323.678613
Chests,144.249734,149.340930
Chests,379.778862,170.403785
Chests,376.070373,170.561665
Chests,376.149366,175.177553
Chests,385.893886,168.154901
Chests,395.914447,154.701559
Chests,396.190706,159.593608
Chests,395.875157,163.104846
Chests,390.036188,159.672631
Chests,384.670721,160.264515
Chests,391.022487,159.554256
Chests,395.993414,157.976078
Chests,395.756666,156.121836
Chests,570.700460,852.486552
Chests,564.545965,853.749136
Chests,58.566964,516.641141
Chests,57.028389,519.481718
Chests,277.925025,759.424813
Chests,663.844359,728.684233
Chests,664.357365,735.430524
Chests,664.554617,734.996547
Chests,623.760851,716.849391
Chests,625.181115,716.336487
Chests,540.634295,660.158401
Chests,546.196957,656.173637
Chests,569.197392,650.531551
Chests,567.303456,638.222549
Chests,542.804180,661.302469
Chests,537.635928,659.566678
Chests,538.543342,660.474058
Chests,545.960260,657.002135
Chests,445.399088,765.812818
Chests,574.672116,177.659207
Chests,410.122260,418.162057
Chests,445.822713,228.712639
Chests,446.730104,228.397005
Chests,162.877355,473.991468
Chests,150.607843,477.858005
Chests,365.272186,776.466415
Chests,198.659455,426.885034
Chests,234.051057,588.637746
Chests,105.861915,98.645789
Chests,509.897896,491.264779
Chests,506.781228,493.553058
Chests,455.022617,621.970469
Chests,458.929089,659.331482
Chests,463.268799,658.542358
Chests,454.194821,658.187464
Chests,258.038173,602.682213
Chests,776.391130,213.832848
Chests,319.694972,252.307393
Chests,304.274510,526.775583
Chests,175.500163,378.122750
Chests,137.628351,489.851677
Chests,132.539084,492.297802
Chests,132.262887,490.601370
Chests,133.170244,488.549846
Chests,542.208071,436.662523
Chests,539.327623,413.385870
Chests,39.319192,767.201464
Chests,40.421642,652.632697
Chests,18.132723,729.840783
Chests,330.353944,611.439174
Chests,331.458602,611.478605
Chests,355.918844,610.057860
Chests,355.918916,613.805804
Chests,225.886987,718.553495
Chests,592.832421,819.385858
Chests,578.147878,384.348416
Chests,707.395737,537.577677
Chests,677.254498,544.048394
Chests,677.175592,543.969491
Chests,223.552573,368.574429
Chests,379.713026,848.663383
Chests,228.166843,284.502027
Chests,54.662199,567.889425
Chests,398.402556,291.205595
Chests,367.866595,287.260979
Chests,191.637271,441.442975
Chests,321.284264,834.146156
Chests,192.587922,638.782097
Chests,129.467871,806.138898
Chests,135.740934,815.883432
Chests,133.255438,815.015535
Chests,271.167674,185.871080
Chests,477.510074,611.120722
Chests,257.211520,698.195635
Chests,419.793758,716.419349
Chests,191.595577,325.098888
Chests,-20.136786,676.739065
Chests,131.980112,147.486920
Chests,539.809852,870.358925
Chests,53.517191,521.257128
Chests,344.985967,368.177569
Chests,345.696128,369.440020
Chests,345.104329,368.493183
Chests,346.564072,369.400552
Chests,347.076941,368.966569
Chests,344.985991,369.440034
Chests,345.893365,368.217003
Chests,345.262156,369.479481
Chests,347.589828,369.518888
Chests,344.946515,368.177569
Chests,347.471448,368.295877
Chests,345.301607,369.400576
Chests,347.392546,368.374782
Chests,346.051173,368.217000
Ammo Boxes,706.652693,877.259819
Ammo Boxes,635.914207,827.157081
Ammo Boxes,641.753192,831.457242
Ammo Boxes,635.874750,826.920370
Ammo Boxes,635.953637,826.052423
Ammo Boxes,636.348154,825.855156
Ammo Boxes,637.571123,823.527461
Ammo Boxes,636.782132,826.131311
Ammo Boxes,640.608972,825.697265
Ammo Boxes,627.944687,816.465730
Ammo Boxes,638.281380,829.760871
Ammo Boxes,638.320810,828.616761
Ammo Boxes,637.018890,828.498430
Ammo Boxes,638.794169,825.263328
Ammo Boxes,623.368507,829.840062
Ammo Boxes,636.900178,810.034874
Ammo Boxes,627.432051,828.972039
Ammo Boxes,623.289652,832.364995
Ammo Boxes,634.651474,813.309437
Ammo Boxes,633.981038,826.210270
Ammo Boxes,533.730207,661.223739
Ammo Boxes,155.776070,478.331330
Ammo Boxes,162.877393,475.964070
Ammo Boxes,151.041731,473.439367
Ammo Boxes,169.663150,476.200652
Ammo Boxes,171.320324,485.945276
Ammo Boxes,180.986049,484.564268
Ammo Boxes,177.080267,483.065165
Ammo Boxes,179.013419,483.144032
Ammo Boxes,157.788028,473.320881
Ammo Boxes,178.303186,478.133636
Ammo Boxes,590.969749,382.059950
Ammo Boxes,586.353924,385.413463
Ammo Boxes,159.123351,159.479819
Ammo Boxes,157.269231,165.989443
Ammo Boxes,149.260253,154.982476
Ammo Boxes,170.130454,158.493306
Ammo Boxes,162.200652,161.610171
Ammo Boxes,159.754656,163.227752
Ammo Boxes,670.036935,656.250155
Ammo Boxes,706.529721,637.706990
Ammo Boxes,367.008109,778.202272
Ammo Boxes,380.619240,787.275980
Ammo Boxes,371.900389,789.958887
Ammo Boxes,365.232749,777.255457
Ammo Boxes,365.114399,777.571075
Ammo Boxes,365.232759,777.807785
Ammo Boxes,364.798724,774.533274
Ammo Boxes,369.375377,785.737567
Ammo Boxes,599.650715,460.687713
Ammo Boxes,120.380293,99.907974
Ammo Boxes,122.273986,99.631774
Ammo Boxes,124.009771,94.147906
Ammo Boxes,112.963191,93.832502
Ammo Boxes,123.852002,96.199415
Ammo Boxes,177.677496,765.817976
Ammo Boxes,174.876697,781.243781
Ammo Boxes,654.845135,512.921160
Ammo Boxes,651.807264,509.607247
Ammo Boxes,189.864061,552.145454
Ammo Boxes,197.397051,430.120126
Ammo Boxes,197.357599,430.080675
Ammo Boxes,75.529955,444.522471
Ammo Boxes,230.294676,150.720094
Ammo Boxes,232.464560,151.824709
Ammo Boxes,170.886476,492.415420
Ammo Boxes,189.192582,510.878625
Ammo Boxes,166.310242,502.988657
Ammo Boxes,171.517894,502.041707
Ammo Boxes,179.053101,495.098002
Ammo Boxes,157.749349,513.404162
Ammo Boxes,154.790361,509.064494
Ammo Boxes,179.368785,498.569776
Ammo Boxes,177.396166,497.701869
Ammo Boxes,155.303278,511.155442
Ammo Boxes,154.514218,510.169156
Ammo Boxes,150.608499,511.905122
Ammo Boxes,154.356659,523.109431
Ammo Boxes,172.780351,501.607710
Ammo Boxes,155.460885,500.700647
Ammo Boxes,234.287758,588.006509
Ammo Boxes,105.072811,95.331832
Ammo Boxes,710.479695,885.268510
Ammo Boxes,290.668348,775.639359
Ammo Boxes,314.694577,772.088212
Ammo Boxes,485.437369,477.891006
Ammo Boxes,488.554215,484.834506
Ammo Boxes,485.713410,471.499769
Ammo Boxes,486.266067,488.503591
Ammo Boxes,489.422134,483.493120
Ammo Boxes,483.661852,468.817069
Ammo Boxes,238.079532,815.250228
Ammo Boxes,252.834392,804.558439
Ammo Boxes,250.743354,800.416014
Ammo Boxes,253.071004,799.350764
Ammo Boxes,250.230411,796.983696
Ammo Boxes,253.110475,800.337065
Ammo Boxes,294.849664,744.432709
Ammo Boxes,282.382587,732.478979
Ammo Boxes,301.950705,727.428740
Ammo Boxes,474.157707,665.959133
Ammo Boxes,505.518724,491.541027
Ammo Boxes,507.846466,495.249475
Ammo Boxes,502.717776,499.194779
Ammo Boxes,507.373079,497.182635
Ammo Boxes,505.637166,495.999107
Ammo Boxes,504.256641,511.385432
Ammo Boxes,504.177788,514.028720
Ammo Boxes,503.428239,516.119693
Ammo Boxes,515.894806,501.601100
Ammo Boxes,315.835576,610.650413
Ammo Boxes,315.164778,604.772071
Ammo Boxes,453.444485,619.406116
Ammo Boxes,472.026451,622.088497
Ammo Boxes,460.545889,621.220773
Ammo Boxes,464.293842,621.654674
Ammo Boxes,621.903986,580.937124
Ammo Boxes,622.574791,587.170535
Ammo Boxes,622.732569,585.631902
Ammo Boxes,619.970878,583.146476
Ammo Boxes,619.182077,595.613338
Ammo Boxes,622.061879,585.316298
Ammo Boxes,620.483778,584.369480
Ammo Boxes,621.509419,578.530557
Ammo Boxes,294.923058,458.444817
Ammo Boxes,299.026328,471.779530
Ammo Boxes,297.727906,653.219521
Ammo Boxes,284.905799,643.277852
Ammo Boxes,336.387464,474.224837
Ammo Boxes,236.102626,591.833322
Ammo Boxes,240.402961,595.068307
Ammo Boxes,250.029373,600.907025
Ammo Boxes,238.666976,590.136835
Ammo Boxes,236.418500,605.207560
Ammo Boxes,247.899062,606.075284
Ammo Boxes,244.151110,605.680836
Ammo Boxes,424.647890,795.836226
Ammo Boxes,424.174443,794.652674
Ammo Boxes,515.853627,411.966049
Ammo Boxes,380.067026,793.193798
Ammo Boxes,368.034400,806.134301
Ammo Boxes,368.034425,807.396767
Ammo Boxes,367.482307,818.324995
Ammo Boxes,500.508253,488.345508
Ammo Boxes,504.926802,484.202958
Ammo Boxes,530.491827,489.331232
Ammo Boxes,523.824403,487.871634
Ammo Boxes,518.142925,467.948460
Ammo Boxes,514.237116,465.029084
Ammo Boxes,505.084273,466.686246
Ammo Boxes,498.693069,468.146095
Ammo Boxes,516.999243,490.159985
Ammo Boxes,516.170724,488.818631
Ammo Boxes,506.031199,470.670885
Ammo Boxes,497.627913,470.710499
Ammo Boxes,499.718909,472.643609
Ammo Boxes,348.223675,505.233918
Ammo Boxes,328.931551,501.446894
Ammo Boxes,193.333829,447.676366
Ammo Boxes,197.792648,485.984218
Ammo Boxes,194.991450,480.658245
Ammo Boxes,193.847501,488.943197
Ammo Boxes,182.408930,619.924214
Ammo Boxes,618.510929,571.547602
Ammo Boxes,602.926647,534.029006
Ammo Boxes,150.729900,669.950021
Ammo Boxes,153.491722,679.221199
Ammo Boxes,163.078336,667.069783
Ammo Boxes,160.671720,664.939419
Ammo Boxes,163.906886,670.068123
Ammo Boxes,160.829576,667.424895
Ammo Boxes,149.901254,661.980723
Ammo Boxes,150.769308,667.661801
Ammo Boxes,166.866029,682.456009
Ammo Boxes,162.289588,682.298289
Ammo Boxes,385.145677,239.760381
Ammo Boxes,122.081365,340.407622
Ammo Boxes,615.311029,349.195926
Ammo Boxes,610.102980,329.548906
Ammo Boxes,615.863153,338.543862
Ammo Boxes,610.458053,329.785612
Ammo Boxes,609.984576,327.063430
Ammo Boxes,598.070013,324.735988
Ammo Boxes,597.083584,318.068611
Ammo Boxes,202.132535,494.387420
Ammo Boxes,417.383400,520.066556
Ammo Boxes,421.486369,517.778258
Ammo Boxes,424.169015,512.925604
Ammo Boxes,425.628860,519.159000
Ammo Boxes,425.628883,520.342561
Ammo Boxes,411.307693,515.292975
Ammo Boxes,412.293871,508.901724
Ammo Boxes,423.577016,501.602878
Ammo Boxes,325.028347,633.729683
Ammo Boxes,336.864098,640.791372
Ammo Boxes,352.723808,640.120381
Ammo Boxes,353.946684,633.018989
Ammo Boxes,348.029046,641.777458
Ammo Boxes,352.566054,642.960932
Ammo Boxes,354.262428,639.607475
Ammo Boxes,347.673567,620.473359
Ammo Boxes,347.042465,627.259123
Ammo Boxes,359.075548,638.108205
Ammo Boxes,309.127176,530.128913
Ammo Boxes,308.732561,525.197415
Ammo Boxes,487.094667,494.105766
Ammo Boxes,484.570031,509.373756
Ammo Boxes,476.640093,505.428704
Ammo Boxes,512.937076,562.475666
Ammo Boxes,591.765244,717.047268
Ammo Boxes,592.751542,716.889441
Ammo Boxes,582.533287,707.776215
Ammo Boxes,594.171864,719.374892
Ammo Boxes,600.089440,707.381356
Ammo Boxes,286.558841,438.561147
Ammo Boxes,123.931386,121.133107
Ammo Boxes,713.307622,230.206663
Ammo Boxes,458.842867,279.487173
Ammo Boxes,682.896782,577.345813
Ammo Boxes,685.224442,576.793439
Ammo Boxes,684.593232,577.977013
Ammo Boxes,686.487612,613.365463
Ammo Boxes,703.681335,230.838081
Ammo Boxes,526.502189,230.762591
Ammo Boxes,525.318577,228.119326
Ammo Boxes,512.693954,229.816008
Ammo Boxes,502.436344,225.792096
Ammo Boxes,504.487812,223.780002
Ammo Boxes,510.524011,225.634132
Ammo Boxes,507.841200,221.925692
Ammo Boxes,523.030323,226.304576
Ammo Boxes,502.199644,226.423334
Ammo Boxes,508.078014,227.172809
Ammo Boxes,507.998965,219.676922
Ammo Boxes,137.273323,491.982095
Ammo Boxes,148.438588,509.380233
Ammo Boxes,145.597958,505.119466
Ammo Boxes,146.229390,515.416438
Ammo Boxes,142.323654,516.284459
Ammo Boxes,149.464389,511.865692
Ammo Boxes,447.007678,301.580547
Ammo Boxes,434.856317,294.795029
Ammo Boxes,436.631311,276.725957
Ammo Boxes,113.680472,464.642281
Ammo Boxes,113.483250,466.614887
Ammo Boxes,147.925091,477.187372
Ammo Boxes,538.499303,422.380953
Ammo Boxes,539.406532,413.662033
Ammo Boxes,543.628259,432.243866
Ammo Boxes,539.840708,424.195721
Ammo Boxes,551.360722,425.063445
Ammo Boxes,547.612769,424.629544
Ammo Boxes,552.267783,407.625622
Ammo Boxes,623.053088,840.058149
Ammo Boxes,239.410038,251.362091
Ammo Boxes,242.565832,232.188335
Ammo Boxes,241.579532,232.227806
Ammo Boxes,236.964155,258.818575
Ammo Boxes,118.024744,700.644344
Ammo Boxes,116.722819,700.249848
Ammo Boxes,147.455389,670.423508
Ammo Boxes,146.587658,681.509550
Ammo Boxes,148.007625,665.610348
Ammo Boxes,149.664640,667.109494
Ammo Boxes,120.746263,665.729229
Ammo Boxes,121.416952,665.965929
Ammo Boxes,118.694753,665.532009
Ammo Boxes,120.786069,684.113883
Ammo Boxes,123.389870,682.338490
Ammo Boxes,122.166628,670.463448
Ammo Boxes,121.851069,673.422357
Ammo Boxes,118.024450,685.376401
Ammo Boxes,117.511771,695.633944
Ammo Boxes,117.748506,696.817500
Ammo Boxes,116.288790,697.330405
Ammo Boxes,118.774239,695.752275
Ammo Boxes,57.182604,332.991887
Ammo Boxes,216.883161,263.947728
Ammo Boxes,102.395281,365.736215
Ammo Boxes,101.566860,369.444724
Ammo Boxes,68.979916,392.682608
Ammo Boxes,346.087559,209.067441
Ammo Boxes,337.526433,207.450072
Ammo Boxes,336.500675,207.173927
Ammo Boxes,341.037710,209.777675
Ammo Boxes,348.336331,209.343562
Ammo Boxes,340.722081,209.106996
Ammo Boxes,351.137511,213.762137
Ammo Boxes,14.266487,733.194282
Ammo Boxes,17.422500,725.343264
Ammo Boxes,17.540649,714.612304
Ammo Boxes,370.985253,388.258160
Ammo Boxes,304.544950,229.662210
Ammo Boxes,343.484190,233.291048
Ammo Boxes,386.723321,217.035971
Ammo Boxes,384.869021,214.234912
Ammo Boxes,528.633626,284.062265
Ammo Boxes,256.026454,620.120056
Ammo Boxes,242.218834,651.050727
Ammo Boxes,256.342625,648.880593
Ammo Boxes,348.659512,601.970330
Ammo Boxes,350.789845,597.985632
Ammo Boxes,329.446210,593.961934
Ammo Boxes,330.550876,594.395886
Ammo Boxes,327.710333,594.632653
Ammo Boxes,337.533908,595.421504
Ammo Boxes,346.805415,609.742419
Ammo Boxes,352.407627,610.846968
Ammo Boxes,347.357831,614.279394
Ammo Boxes,347.555023,610.728706
Ammo Boxes,341.992247,608.795663
Ammo Boxes,347.594338,603.587884
Ammo Boxes,356.194850,601.812377
Ammo Boxes,332.089386,588.162433
Ammo Boxes,329.367658,612.228234
Ammo Boxes,329.407101,611.754809
Ammo Boxes,356.392290,611.162508
Ammo Boxes,335.521776,591.397434
Ammo Boxes,329.564928,612.741107
Ammo Boxes,248.765278,516.321860
Ammo Boxes,275.237301,500.698339
Ammo Boxes,256.576999,527.526091
Ammo Boxes,255.788011,530.248297
Ammo Boxes,225.019354,734.768303
Ammo Boxes,120.741438,415.287633
Ammo Boxes,618.742704,315.306551
Ammo Boxes,710.433578,539.313509
Ammo Boxes,713.352928,534.026878
Ammo Boxes,716.509773,569.415304
Ammo Boxes,717.100857,533.237765
Ammo Boxes,712.406117,536.038951
Ammo Boxes,715.286372,549.294783
Ammo Boxes,723.768340,537.774622
Ammo Boxes,712.485101,540.141962
Ammo Boxes,719.034175,541.956630
Ammo Boxes,725.504221,537.301164
Ammo Boxes,723.886684,537.103935
Ammo Boxes,722.111327,536.354380
Ammo Boxes,719.191823,533.632245
Ammo Boxes,713.589626,533.277285
Ammo Boxes,719.389336,546.769773
Ammo Boxes,712.248521,547.046075
Ammo Boxes,711.262216,546.809382
Ammo Boxes,718.876499,548.821289
Ammo Boxes,712.801224,566.456472
Ammo Boxes,713.392892,560.617557
Ammo Boxes,718.600046,533.829517
Ammo Boxes,712.880253,572.966058
Ammo Boxes,712.288461,572.334837
Ammo Boxes,491.557452,738.195496
Ammo Boxes,648.616307,751.448358
Ammo Boxes,649.642241,760.837925
Ammo Boxes,655.323636,776.421375
Ammo Boxes,618.160683,821.831397
Ammo Boxes,595.633517,819.385804
Ammo Boxes,592.871837,817.531611
Ammo Boxes,593.424191,818.833518
Ammo Boxes,591.017680,822.147536
Ammo Boxes,596.185914,822.975930
Ammo Boxes,595.988579,819.070181
Ammo Boxes,592.398581,826.250523
Ammo Boxes,616.227496,819.937736
Ammo Boxes,617.411117,823.054425
Ammo Boxes,619.304589,811.297678
Ammo Boxes,620.251520,815.519029
Ammo Boxes,621.869386,832.798995
Ammo Boxes,618.199990,814.296055
Ammo Boxes,622.579201,816.071313
Ammo Boxes,619.107501,820.213845
Ammo Boxes,613.860490,826.013397
Ammo Boxes,618.673663,827.236318
Ammo Boxes,616.700858,816.702659
Ammo Boxes,601.078116,830.629533
Ammo Boxes,620.922479,829.761205
Ammo Boxes,620.409678,833.706420
Ammo Boxes,597.329989,821.161114
Ammo Boxes,501.262546,732.514214
Ammo Boxes,505.917893,732.790289
Ammo Boxes,495.936443,728.529660
Ammo Boxes,502.603905,731.961860
Ammo Boxes,503.077344,732.750892
Ammo Boxes,564.024101,387.228687
Ammo Boxes,578.469419,691.837666
Ammo Boxes,571.210040,681.343561
Ammo Boxes,559.887543,693.850078
Ammo Boxes,544.421902,671.086545
Ammo Boxes,561.426189,694.678542
Ammo Boxes,575.550035,695.348954
Ammo Boxes,542.567506,663.314528
Ammo Boxes,539.214061,662.249387
Ammo Boxes,568.093707,701.030193
Ammo Boxes,564.818651,673.216563
Ammo Boxes,552.667790,692.351040
Ammo Boxes,560.045268,689.549802
Ammo Boxes,569.079794,689.904697
Ammo Boxes,562.215309,698.781539
Ammo Boxes,569.631982,682.606057
Ammo Boxes,237.561752,560.745081
Ammo Boxes,253.460395,533.128342
Ammo Boxes,200.757937,817.381358
Ammo Boxes,114.002030,772.999476
Ammo Boxes,120.432587,766.450312
Ammo Boxes,714.058714,308.203346
Ammo Boxes,304.468409,352.318626
Ammo Boxes,311.332980,347.899865
Ammo Boxes,303.442648,351.924125
Ammo Boxes,319.341809,351.213682
Ammo Boxes,291.409908,358.907370
Ammo Boxes,288.253661,354.567705
Ammo Boxes,299.300105,347.860644
Ammo Boxes,304.113252,347.702743
Ammo Boxes,296.222995,355.632757
Ammo Boxes,317.329281,326.635096
Ammo Boxes,278.981891,326.596382
Ammo Boxes,487.565873,378.945230
Ammo Boxes,483.384114,387.151337
Ammo Boxes,697.020147,553.043080
Ammo Boxes,680.845190,572.927223
Ammo Boxes,703.490030,539.944875
Ammo Boxes,671.410850,297.788827
Ammo Boxes,671.410798,295.066636
Ammo Boxes,671.331909,295.895130
Ammo Boxes,676.066198,298.104354
Ammo Boxes,682.457416,297.394094
Ammo Boxes,138.734100,546.504796
Ammo Boxes,143.507879,550.726073
Ammo Boxes,87.644299,577.672898
Ammo Boxes,82.199896,576.607797
Ammo Boxes,68.273433,582.328612
Ammo Boxes,80.030133,581.776057
Ammo Boxes,85.316823,587.812119
Ammo Boxes,80.779765,584.024810
Ammo Boxes,83.225768,582.801749
Ammo Boxes,232.903021,384.789040
Ammo Boxes,224.302186,369.797428
Ammo Boxes,740.178162,422.021999
Ammo Boxes,709.092043,530.712988
Ammo Boxes,694.455067,516.905054
Ammo Boxes,704.870693,531.699371
Ammo Boxes,749.569528,514.339609
Ammo Boxes,713.668490,531.225777
Ammo Boxes,738.562679,528.463654
Ammo Boxes,681.361158,733.378689
Ammo Boxes,666.842835,734.957051
Ammo Boxes,666.961200,735.391021
Ammo Boxes,666.605901,723.437058
Ammo Boxes,671.458599,728.447374
Ammo Boxes,671.300898,734.010116
Ammo Boxes,668.578693,733.300032
Ammo Boxes,175.192533,792.645417
Ammo Boxes,180.755366,797.497911
Ammo Boxes,187.028285,799.786009
Ammo Boxes,526.593035,850.593704
Ammo Boxes,52.847672,581.776581
Ammo Boxes,59.988499,582.092060
Ammo Boxes,57.818597,580.040595
Ammo Boxes,34.577800,396.233955
Ammo Boxes,33.867416,383.451505
Ammo Boxes,27.436841,389.053820
Ammo Boxes,61.128839,386.449335
Ammo Boxes,524.687431,232.656324
Ammo Boxes,524.411231,230.762631
Ammo Boxes,523.937877,234.431680
Ammo Boxes,515.850212,234.708001
Ammo Boxes,518.138417,233.997820
Ammo Boxes,510.050728,232.972222
Ammo Boxes,509.656360,240.902091
Ammo Boxes,520.308628,252.066816
Ammo Boxes,514.666943,249.857610
Ammo Boxes,518.572639,246.938083
Ammo Boxes,518.691032,248.831779
Ammo Boxes,505.829746,253.053396
Ammo Boxes,504.803986,252.698347
Ammo Boxes,500.385318,250.725830
Ammo Boxes,503.580852,246.464947
Ammo Boxes,498.412547,241.967513
Ammo Boxes,498.530827,238.022306
Ammo Boxes,515.100886,248.358423
Ammo Boxes,500.108920,238.574605
Ammo Boxes,500.937404,238.101164
Ammo Boxes,503.738587,242.677548
Ammo Boxes,495.887575,239.837151
Ammo Boxes,514.509093,247.727202
Ammo Boxes,518.454148,239.915621
Ammo Boxes,525.594831,232.814115
Ammo Boxes,394.420334,417.570579
Ammo Boxes,74.068009,329.283070
Ammo Boxes,72.608204,325.180085
Ammo Boxes,72.647712,328.060083
Ammo Boxes,79.394272,341.552554
Ammo Boxes,80.340783,324.035826
Ammo Boxes,73.831741,352.362522
Ammo Boxes,69.097108,332.242069
Ammo Boxes,70.833164,340.842582
Ammo Boxes,73.555508,348.772391
Ammo Boxes,73.870881,336.147730
Ammo Boxes,70.951363,332.715458
Ammo Boxes,82.550550,347.509752
Ammo Boxes,72.253657,352.244196
Ammo Boxes,234.054647,774.969765
Ammo Boxes,175.269988,717.410361
Ammo Boxes,98.456479,698.040886
Ammo Boxes,351.109453,805.148326
Ammo Boxes,347.953283,804.793319
Ammo Boxes,355.212211,791.892359
Ammo Boxes,337.182633,792.326679
Ammo Boxes,361.722127,808.935518
Ammo Boxes,53.955253,733.509133
Ammo Boxes,21.644007,732.523455
Ammo Boxes,22.945612,716.308638
Ammo Boxes,22.708938,718.281245
Ammo Boxes,21.959271,714.217699
Ammo Boxes,28.942325,716.387427
Ammo Boxes,23.540124,858.059833
Ammo Boxes,23.855796,860.939826
Ammo Boxes,38.018987,856.086951
Ammo Boxes,38.058499,859.203662
Ammo Boxes,20.344795,872.972768
Ammo Boxes,19.042877,872.933341
Ammo Boxes,159.756481,257.952117
Ammo Boxes,161.650231,260.595368
Ammo Boxes,228.369422,560.587450
Ammo Boxes,231.170577,563.664656
Ammo Boxes,28.502421,408.503658
Ammo Boxes,337.537526,783.213249
Ammo Boxes,363.970209,773.428632
Ammo Boxes,356.671880,788.972880
Ammo Boxes,323.610733,771.772424
Ammo Boxes,292.557708,550.447037
Ammo Boxes,306.799631,536.638546
Ammo Boxes,279.775121,544.016600
Ammo Boxes,367.117009,287.379349
Ammo Boxes,397.455677,289.666984
Ammo Boxes,369.405247,288.405058
Ammo Boxes,377.611283,288.917777
Ammo Boxes,376.072535,282.802739
Ammo Boxes,387.553098,283.670463
Ammo Boxes,383.805146,283.276015
Ammo Boxes,375.481362,314.324936
Ammo Boxes,186.784322,423.452935
Ammo Boxes,185.956051,434.933496
Ammo Boxes,186.350499,431.185544
Ammo Boxes,235.355396,714.292492
Ammo Boxes,294.092850,369.441015
Ammo Boxes,312.044061,396.899294
Ammo Boxes,310.742156,397.570003
Ammo Boxes,313.701100,399.660905
Ammo Boxes,309.873749,373.583175
Ammo Boxes,318.632090,372.872870
Ammo Boxes,310.623280,370.584805
Ammo Boxes,319.026865,386.089298
Ammo Boxes,288.135504,364.904144
